@relation P__Fall13_Perceptron_enron1_train

@attribute text string
@attribute @@class@@ {arff,ham,spam}

@data
'Subject: new product ! cialis soft tabs .\r\nhi !\r\nwe have a new product that we offer to you , c _ i _ a _ l _ i _ s soft tabs ,\r\ncialis soft tabs is the new impotence treatment drug that everyone\r\nis talking about . soft tabs acts up to 36 hours , compare this to\r\nonly two or three hours of viagra action ! the active ingredient is\r\ntadalafil , same as in brand cialis .\r\nsimply dissolve half a pill under your tongue , 10 min before sex ,\r\nfor the best erections you \' ve ever had !\r\nsoft tabs also have less sidebacks ( you can drive or mix alcohol\r\ndrinks with them ) .\r\nyou can get it at : http : / / ejrhxw 322 . com / soft /\r\nno thanks : http : / / ejrhxw 322 . com / rr . php\r\n',spam
'Subject: you \' ll need your tracking # k 5 465335\r\nhi ,\r\ndid you recieve my email from last week ? i \' m happy to tell you\r\nthat you are approved for a home loan with a 4 . 77 \% rate .\r\nyour tracking number is # d 8 635 827\r\nyou must visit the link below in 24 hrs to confirm your details .\r\nhttp : / / piece . aaoeuro . us\r\nbest regards ,\r\ndanial muller\r\nsenior account officer\r\nnational equity corp\r\n',spam
'Subject: feel too old\r\ngo on , click and help your father \' s pain go away\r\nhttp : / / online - internetstore . com\r\nv * 1 * @ * g * r * a vlcod 1 n c * 1 * a * l * 1 * s !\r\nhttp : / / online - internetstore . com\r\nyour paypal account\r\ncarlene murdock\r\n',spam
'Subject: real - time alert for hot stock feature\r\nus oi | and gas report\r\noil climbs , gains soar\r\nwe have the | eading track record for finding fast moving ,\r\nlow - priced energy piays .\r\nlook at the moves made by our | ast 2 hot picks :\r\nsprl . 14 to . 36 in 12 days , up 157 \%\r\nprvb . 1 o to . 265 in 8 days , up 165 \%\r\nlike a viper coiled to strike , this hot oi | piay is on the fast - track\r\nto millions in gains from expanding production in the heart of the oil\r\nbeit .\r\nemerson oil and gas , inc . otc - eogi\r\nimmediate acquire - huge news on increased production\r\ncurrent price . 15\r\ntarget price . 40 in lo days\r\noil prices continue to explode and ignite the shares of major producers\r\nwhich is followed by soaring undervalued otc oi | plays . widespread\r\ngains in energy stocks are inflating the portfolios of aggressive otc\r\ninvestors . due to recentiy acquired high - potential oi | and gas projects ,\r\neogi is an undervalued gem experiencing a sharp in crease in production\r\nrevenue and becoming a cash - fiow positive leader in major oil - producing\r\nstates .\r\neogi \' s high - yieiding , muitiple driiling programs have been solidified\r\nthrough valuabie strategic a | | iances . these expioration partnerships\r\nenable the company to accumuiate substantia | working interests being\r\ndeveioped into a continuously expanding revenue stream . eogi is focused on\r\njoint - ventures invoiving well re - entry programs in extremely prolific\r\nproduction areas using the highest | evel of technology currently\r\navaiiabie .\r\nrecent deveiopments for eogi have been perfectiy timed as al | 6 dow\r\njones oi | and gas indexes just hit their highest levels of the year , with\r\nenergy stocks outperforming all other market sectors . the company \' s oi |\r\nand gas interests in louisiana and texas , in addition to their\r\ndeveioping natural gas wells in aiberta , canada , are continuing to in crease in\r\nvalue with energy prices up 60 \% from one year ago . leading economists\r\nand oi | analysts agree on predictions that a further 3 o - 60 \% in crease is\r\nlikeiy next year .\r\nwe are expecting eogi to reiease major news announcements regarding\r\nproduction figures on muitipie projects in high - gear . eogi \' s expansion\r\nplans are on track to acquire additional prospects and properties that can\r\noniy add to their growing bottom - line and spark further interest in\r\nthis undervaiued oil play . with a very smal | float estimated at less than\r\n5 miilion shares , eogi should gap sharply to the upside on heavy voiume\r\nas the vaiue of their current oil deais are revealed .\r\nus oi | and gas report cautions that sma | | and micro - cap stocks are\r\nhigh - risk investments and that some or al | of the investment can be lost .\r\nwe suggest you consuit a professiona | investment advisor before making\r\nany investment decisions . us oil and gas report recommends you use the\r\ninformation found here as an initial starting point for conducting\r\nresearch and due diiigence on the featured company in order to determine an\r\nopinion of the company before investing . we are not an investment\r\nadvisor , financia | planning service or a stock brokerage firm and in\r\naccordance with such is not offering investment advice or promoting any\r\ninvestment strategies . this is not an offering of securities for saie or\r\nsolicitation of any attempt to acquire or se | | securities . us oil and gas\r\nreport has been given nineteen thousand doilars from a third party for\r\nthe dissemination of this company profiie . since we have been given\r\ncompensation there is an inherent conflict of interest in our statements\r\nand opinions . readers of this publication are cautioned not to place\r\nundue reiiance on future - | ooking statements , which are based on certain\r\nassumptions and expectations involving various risks and uncertainties\r\nthat could cause results to differ materialiy from those set forth in\r\nthose statements .\r\nif you wish to stop future maiiings , or if you feel you have been\r\nwrongfully placed in our membership , piease go here or send a biank\r\ne mail with no thanks in the subject to ( - stoxo 034 @ yahoo . com - )\r\n',spam
'Subject: you can start saving now\r\nookioog nfmio ? sits fra fe qte rht now\r\neop fthebest res o do \' t\r\ne sityou withevry ogae tionere , uquosfohun of eswteantere tryur eeserv\r\nw nortn ? cck teanmor\r\n',spam
'Subject: your pharmacy nx\r\nwant a cheap pain killers ? http : / / www . nopalns . com /\r\n',spam
'Subject: garth howard wanted you to get this\r\nhello ,\r\nyour personal privacy and sense of comfort are a priority to us . our prescription medications are primarily the drugs people may have trouble ordering in real life . drugs like viagra and propecia may cause many people undue embarrassment in talking about or purchasing . by being able to purchase online and have the drugs shipped right to your home , can eliminate that embarrassment .\r\nusing our service will save you money and time .\r\nthanks ingrid\r\nbaptistery at diorama oreven votary as in diaper .\r\ningrid was at annum when that happened budge .\r\nwe met at extent and went to durkin wher we had lunch at\r\nbig . it was circulatory and a dockyard was had foursquare by all .\r\n',spam
'Subject: sterling balance sheet strengthens underpriced stock\r\nnow that oil and gas has entered a long - term bull market ,\r\nour speciaity in pinpointing the hottest companies of the few remaining\r\nundervalued energy plays has produced soaring returns .\r\nmontana oil and gas , inc . ( mogi ) to expiore further opportunities in aiberta canada , a is an energy deveioper in canada \' s most highly coveted reservoirs with generating potential of miliions per week\r\nsymbol - mogi\r\nprice - . 47\r\nincreased 11 \% last three day ,\r\nrating - strongbuy\r\nhow much it wi | | up again ?\r\nthe vaiue of mogi \' s shares wil | skyrocket :\r\n1 . price charts confirm oi | prices are experiencing the strongest buil\r\nmarket in a generation .\r\n2 . natural gas prices have tripled in the | ast two years .\r\n3 . with muitipie projects in high - gear and the expanding production on\r\nreserves worth muiti - mi | | ions , mogi is se | | ing for | ess than 1 / 4 the\r\nvaiue of its assets .\r\n4 . montana oil and gas speciaiizes in using new technoiogy to turn\r\nunproductive oi | and gas deposits into profitable enterprises .\r\naiready shares in the oil and gas sector are rising faster than the\r\noveral | market . in fact , four of dow jones \' ten top performing industry\r\nsectors for the past year are energy related . but it \' s in the mid - sized\r\nexplorers and developers | ike montana oi | ( mogi ) that the biggest gains are being made . in the last 12 months , many of these stocks made triple and even quadruple returns .\r\nvancouver , march 11 , 2 oo 5 - ( mogi ) president peter sanders would | ike to announce that a decision has been made to explore further opportunities in the alberta canada region where the company currentiy has interests in three projects . the company has become aware of existing opportunities to partner in , or acquire | eases , which may include producing welis and or expioratory programs which wi | | strengthen montana  s position with energy , cash oriented investment banking groups .\r\none of the most effective ways to acquire financia | partners for drilling programs invoives existing production of oil and or gas in these programs . this wiil significantiy lessens the risk for the investment group , hence encouraging financial participation as well as speeding up the process of commitment by the investment group .\r\nthe sylvan lake project will begin very shortly the company and its partners have secured a driiling rig and are only waiting for a temporary road ban to be lifted . the rig is currentiy sitting in red deer aiberta a mere 30 miles from syivan lake . the initial well is a 7 , 2 oo - foot peskisko sand test that is prospective for oi | and gas . it is expected to take approximateiy 10 to 12 days to dril | and test the initia | wel | . each deveiopment weil has probabie production of 15 o barreis of oil per day and 75 o miilion cubic feet gas per day with reserves in excess of 1 biilion cubic feet gas and 3 oo , 0 oo barreis of oi | . there are four other pay zones that are prospective for gas . the average wel | in the syivan lake fieid has produced 50 o barrels of oi | per day with over one mi | | ion cubic feet of gas per day . if successful , the company intends to dri | | up to 4 more wells on these | and sections . for more detaiied information on this project please see news reiease dated feb . 7 th , 2 oo 5 . an announcement wiil be made immediateiy upon the commencement of driiling .\r\nthe company is aiso pieased to report that the tie in of its west lock project did start several days ago and it is anticitaped that this will be complete some time in the next couple of days . peter sanders notes  the compietion and tie in of the west lock project has ran into numerous delays , however , this wel | wil | be tied in and the company wil | be se | | ing gas by next week thus generating cash flow for the company  the company wi | | update its shareholders when it has heard from its partner in regards to completion .\r\nwi | | mogi expiode higher as more and more investors become aware of the\r\nstock ? if you think so , you may not want to wait unti | it is too late .\r\nremember , timing your trade is critica | .\r\ngood luck and successfu | trading .\r\ninformation within this pubiication contains future looking statements\r\nwithin the meaning of section 27 a of the securities act of 1933 and\r\nsection 21 b of the securities exchange act of 1934 . any statements thatexpress or invoive discussions with respect to predictions ,\r\nexpectations , beliefs , plans , projections , objectives , goais , assumptions or futureevents or performance are not statements of historica | fact and may be future looking statements . future | ooking statements are based on expectations , estimates and projections at the time the statements are made that invoive a number of risks and uncertainties which couid cause actua | results or events to differ materialiy from those presently anticipated . future looking statements in this action may be identified through the use of words such as projects , foresee , expects , wiil , anticipates , estimates , beiieves , understands or that by statements indicating certain actions may , couid , or might occur . these future - looking statements are based on information currently availabie and are subject to a number of risks , uncertainties and other factors that could cause mogi  s actua | resuits , performance , prospects or opportunities to differ materia | | y from those expressed in , or impiied by , these future - looking statements . as with many microcap stocks , today \' s company has additiona | risk\r\nfactors that raise doubt about its abiiity to continue as a going\r\nconcern . these risks , uncertainties and other factors include , without\r\nlimitation , the company \' s growth expectations and ongoing funding\r\nrequirements , and specifically , the company \' s growth prospects with\r\nscaiabie customers . other risks inciude the company \' s | imited operating history , the company \' s history of operating losses , consumers \' acceptance , the company \' s use of licensed technologies , risk of increased competition , the potentia | need for additional financing , the conditions and terms of any financing that is consummated , the limited trading market for the company \' s securities , the possible volatiiity of the company \' s stock price , the concentration of ownership , and the potentia | fluctuation in the company \' s operating results . the pubiisher of this report does not represent that the information contained in this message states a | | materia | facts or does not omit a material fact necessary to make the statements therein not misleading . a | | information provided within this report pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the pubiisher of this newsietter advises ail readers and subscribers to seek advice from a registered professiona | securities representative before deciding to trade in stocks featured within this report . none of the material within this report shail be construed as any kind of investment advice or solicitation . many of these companies are on the verge of bankruptcy . you can lose al | your money by investing in this stock . the pubiisher of this report is not a registered investment expert . subscribers should not view information herein as | egal , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specia | | y selected to be referenced based on the favorabie performance of these companies . you wouid need perfect timing to achieve the resuits in the examples given . there can be no assurance of that happening . remember , as aiways , past performance is not indicative of future resuits and a thorough due diiigence effort , inciuding a review of a company \' s filings at sec gov or edgar - oniine com when avaiiable , shouid be compieted prior to investing .\r\nal | factua | information in this report was gathered from public sources , inciuding but not limited to company websites and company press\r\nreieases . the pubiisher discloses the receipt of fifteen thousand\r\ndoilars from a third party , not an officer , director , or affiiiate shareholder ofthe company for the preparation of this oniine report . be aware of aninherent conflict of interest resulting from such compensation due to the fact that this is a paid pubiication . the publisher of this report beiieves this information to be reliabie but can make no assurance as to its accuracy or compieteness . use of the material within this report constitutes your acceptance of these terms .\r\nif you wish to stop future mailings , or if you feel you have been\r\nwrongfully piaced in our membership , piease go here or send a blank\r\ne mai | with no thanks in the subject to ( - stock 37 @ yahoo . com - )\r\n',spam
'Subject: advocate for their recovery from depression\r\n- - - - 328065070852030413\r\nhi varou ,\r\nrealize that your anxiety and fear will not go away until you stop waiting and start learning . there are many resources available to you to help you overcome your anxiety - books , courses , doctors , counselors , support groups , and more .\r\nwe take the risk out of finding a safe place to make your online medical decisions . your health , safety , and shopping experience are very important to us .\r\nplay an active role and participate more fully in your own process of care . . visit us today .\r\nbest regards ,\r\ncarissa auten\r\n- - - - 328065070852030413 - -',spam
'Subject: if you need to make money learn from the best !\r\nthe best financial how to on the internet !\r\nneed to make money fast ? you must see this site :\r\nhttp : / / www . posiprods . com / ral / index . htm\r\nhere  s some of what you \' ll learn :\r\n1 . internet enterprises : how the author made $ 94 , 000 live on tv in\r\n24 hours ! what did he do that was different ?\r\n2 . creative real estate investing : 76 \% of all millionaires\r\nstarted their fortunes in real estate . he has sold more\r\nreal estate books than any other author of all time .\r\n3 . information marketing : have you ever had a million - dollar\r\nidea , but never acted on it ? learn to sell your ideas for\r\nroyalties  the hottest millionaire - making trend .\r\n4 . stock investing : how do the wealthy take advantage of the\r\namateur investors in the stock market ? learn to make consistent\r\nmoney regardless of what the stock market does .\r\nchange your life -\r\nhttp : / / www . posiprods . com / ral / index . htm\r\nthis is an advertisement .\r\nwant to be dropped from our list ? do not reply to this email .\r\ncopy and paste this link into your browser - infodele . com / nrmm . htm\r\ncomputer technologies\r\n848 n . rainbow blvd . # 316\r\nlas vegas , nv 89107\r\ncausation junkerdom sewerage tread diesel decoy committee .\r\naurelius junk inexpensive comeback hatfield invasive butadiene .\r\ndenominate judiciary tricky admitting juncture maledict monomial .\r\nsleek ryder prologue fingernail wound .\r\ncrepe hurtle ant voltage cathy modicum chou .\r\nspinodal shoe wallaby coverlet barton internal extensible .\r\ncallaghan forbear io core transparent deforestation already .\r\nquote affront tramway holster chock prior gone .\r\n',spam
'Subject: get ahead in life with the euro\r\n',spam
'Subject: something unusual\r\njust her size . city ease , doctor went idea , symbol . again\r\nfriend , week roll fast , base . number answer two , may plain . ship\r\nit fill desert letter . sun act , nothing , far . even with fly\r\namong . song ask , rock cut wide all . lot by stop us , problem .\r\n- -\r\nphone : 780 - 537 - 8840\r\nmobile : 699 - 565 - 4015\r\nemail : paise . linford @ ispnetbilling . com\r\n',spam
'Subject: online pharmacy - buy drugs online\r\nonline pharmacy - visit our online store and save .\r\nsave up to 80 \% compared to normal rates .\r\nall popular drugs are available !\r\n- world wide shipping\r\n- no doctor visits\r\n- no prescriptions\r\n- next day priority shipping\r\n- discreet packaging\r\n- buy in bulk and save !\r\nwe make it easier and faster than ever to get the prescriptions you\r\nneed .\r\ngo here : http : / / tolr . com /\r\nsimply rx is your convenient , safe and private online source for\r\nfda approved pharmacy prescriptions . we sell brand - name and exact\r\ngeneric equivalents of us fda approved prescription drugs through\r\nour fully - licensed overseas pharmacy . upon approval of your medical\r\ninformation , a licensed physician will issue a free prescription\r\nwhich can be filled and shipped to you in one business day .\r\nno thanks : http : / / tolr . com / z . php\r\n',spam
'Subject: we cannot cancel your payment no 4722704408\r\n- - - - - begin pgp signature - - - - -\r\nversion : gnupg vl . 0 . 7 ( gnu / linux )\r\nnhbqlfivih + fwpgncv 9 / jvy = 8 y\r\n- - - - - end pgp signature - - - - -',spam
'Subject: syn bank group offer\r\nsyn bank group , with assets\r\nof $ 436 billion , is the 10 th largest financial services holding company in the\r\nworld .\r\nthe company operates 12 , 340 banking offices and 14 , 300 atms providing a full\r\nline of banking , brokerage , insurance , investment , mortgage , trust and payment\r\nservices products to consumers , businesses and institutions .\r\nwe offer you synbank services\r\nfor personal and business use . we work in the market of bank services granting\r\nmore than 100 years and the main thing for us always were reliability and security\r\nof our clients , convenience and an overall performance for our clients , support\r\nof investment projects , support all available systems of transfers , and also\r\nthe minimal percent for our services .\r\nopen the account in our bank\r\nyou can free of charge . management of the account is carried out through the\r\ninternet , by phone , or by means of the special communication device providing\r\n100 \% a guarantee of protection .\r\nin our bank you can open any\r\naccount which will wish , for any your purposes , our bank will provide safety\r\nof your means and an optimality of investments and percent favourable to you .\r\nsyn bank group renders merchant\r\nservices for reception of payments worldwide in any possible ways for projects\r\nof any complexity . to open merchant access it is possible free of charge and\r\nthe low interest of the commission will provide the optimum prices of sales\r\nfor your clients .\r\nsyn bank group renders every\r\npossible services at various stock exchanges and the markets . with us easily\r\nand reliably to operate the investments .\r\nyou will find more detailed\r\ninformation at our site\r\nhttp : / / synbank . com\r\nbest regards , department of\r\na marketing and advertising of syn bank group .\r\n',spam
'Subject: solid mortgages for americans\r\nhow are ya . . . .\r\nhomeowner\r\nyou have been pre - approved for a $ 400 , 000 home loan at a 3 . 25 \% fixed rate .\r\nthis offer is being extended to you unconditionally and your credit is in no way a factor .\r\nto take advantage of this limited time opportunity\r\nall we ask is that you visit our website and complete\r\nthe 1 minute post approval form\r\nmuch success ,\r\njoe mcfadden\r\n',spam
'Subject: live large - rolex replicas online !\r\nget the finest rolex watch replica !\r\nwe only sell premium watches . there \' s no battery in\r\nthese replicas just like the real ones since they charge themselves as you move .\r\nthe second hand moves just like the real ones , too . these original watches sell\r\nin stores for thousands of dollars . we sell them for much less .\r\n- replicated to the smallest detail - 98 \%\r\nperfectly accurate markings - signature green sticker w / serial number on\r\nwatch back - magnified quickset date - includes all proper\r\nmarkings\r\nseethe selection here .\r\nwe also carry all top quality louis vuitton\r\nhandbags !\r\nto stop these , enter your address here .',spam
'Subject: re : encrypted mail\r\nfor more details see the attachment .\r\n+ + + attachment : no virus found\r\n+ + + bitdefender antivirus - www . bitdefender . com\r\n',spam
'Subject: eshopkey + ??????????? !\r\n?? eshopkey\r\n( http : / / www . eshopkey . net )\r\n???????? ??? ?????????? ??? ??? ????????? ???? ???????????? ????????\r\n??? ???? ? ?? ???? ???????? ????? . ? ? ????????? ?? ???????? ??? ??? ?????\r\n??????????? ??????? ???? online ???????????? ???????????? , ??? ????? ??\r\n?????????? ??? ??? ????? , ???????? ??? ???????????? ??? ? ?????????? ????????\r\n??? internet .\r\n???? , ??? ??????? ??? ???????????? \' ??????????? \' , ??????????? ??? ????? ????\r\n???????????? ???????????? ????????????? ?????? ???? ??????? ??? ??? ??\r\n? ???????????? ???? ??? ???????????? .\r\n?? ???? ?? ????????? \' ??????????? \' ???????????? ???\r\n???? ??????????? ????????? ?? ?? ????\r\n? ????????????? :\r\n?????? ??? ?? 3 . 125 ?? ??? ?????? ?? 1 . 250 ???\r\n??? ??????????? ??? \' ??????????? \' ( ???????? ??????\r\n?????? ??? ???? 1 . 875 ) .\r\n??????????? ????? ??? ??????????????? ??? ??????\r\nnormal\r\nplan\r\n??? eshopkey .\r\n?????? ????????? ??? ???????????? ????????????\r\n??? 5 ??? ( ?? ? ?? 100 ???????? ) ? 3 ??? ( ?? ? ?? 500\r\n???????? ) .\r\n??????? ??????? ??????????? ??? ????????? ???\r\n???? ??? ?? ??????????? ????????? .\r\n??????????? ???????????? ? ??? .\r\n???????????? email ??????????? .\r\n?? ???????????? ??? ??? ????????\r\n???????????? ???????????? ?? ? ???????????? ??? ?? ????????? \' ??????????? \'\r\n????????????? ???? ??? ???? ??????????? ?????????\r\nsales @ eshopkey . net . ?????????????\r\n??? ???? ???? ??? ??????????? ??????? ??? ??????? ? ? ??? ????????? ?? ? ?? ???\r\n??? ????? ???????? ??? ?????????? .\r\n© 2000 - 2002\r\nprotean technologies , ???? ????? 47 - 11743 ????? , ??? . : 210 - 9273080 , fax : 210 - 9273083\r\n??\r\nemail ???? ????? ?????? ??????????? ??? ??? ? ? ?? ????? ?? ??? ????????????\r\n??????????? ???????? .\r\n??? ?? ??? ?????????? ???? ??????????? email ??? ???? , ??????\r\n???????? ??? ?? ????? ?????????? .\r\n',spam
'Subject: start saving now\r\nhomeowners - do you have less - than - perfect credit *\r\nwe \' ll quickly match you up with the b . est provider based on your needs .\r\nwhether its a home equity loan or a low - rate - re - financing\r\nwe specialize in less - than - perfect * credit .\r\nwe \' ll help you get the yes ! you deserve .\r\nour easy application takes only 1 minute .\r\nhttp : / / www . jhaevb . info\r\nno thankya : http : / / fro . jbsdq . info\r\n',spam
'Subject: realize that now is the perfect time to start feeling better\r\n- - - - 9723437065620721\r\nhi varou ,\r\nwhat is the ideal dosage for the drug that treats impotence in men ? 25 mg begins to work in about 15 minutes to a half an hour and lasts for 3 hours or so , able to have an erection and intercourse more than once in a few hours . - age 65 , new york city\r\nwe are providing an online solution to finding and receiving prescription medications from the comfort of your own home , you will be able to save money , save time , save yourself from worry , and most of all , save your life !\r\nplay an active role and participate more fully in your own process of care . . visit us today .\r\nbest regards ,\r\nmargot halpin\r\n',spam
'Subject: solid loans made simple\r\nmaybe not this time : ) - http : / / taifd . lowered - rates . com / rem . php',spam
'Subject: do you like computers\r\nincredible offers :\r\nwindows x * p pro 2 oo 2 5 o dollars\r\no * r * d * e * r : http : / / epsom . gaulhafmk . com\r\nwe also have :\r\n- ms picture it premium 9\r\n- ms sql server 2 ooo enterprise edition\r\n- ms sql server 2 ooo enterprise edition\r\nthe offer is valid untill may 16 th\r\nstock is limited\r\ncheck out\r\njudith lanier\r\nmasseur\r\nindrel industria refrigera ? ? o londrinense , londrina 86072000 , brazil\r\nphone : 911 - 547 - 3116\r\nmobile : 737 - 434 - 1646\r\nemail : otxfcc @ satyamonline . com\r\nthis message is beng sent to confirm your account . please do not reply directly to this message\r\nthis version is a 27 day definite freeware\r\nnotes :\r\nthe contents of this message is for understanding and should not be ankara conferee\r\nturnout lou venezuela\r\ntime : sat , 07 may 2005 10 : 39 : 39 + 0200\r\n',spam
'Subject: hp pavilion v 72 17 \" crt monitor w / satellite speakers @ $ 99 . 00\r\nhp pavilion v 72 17 \" crt monitor\r\nw / satellite\r\nspeakers\r\npart no .\r\np 9611 a # abb\r\n$ 99 . 00\r\nhp pavilion v 72 17 \" crt monitor w / satellite\r\nspeakersl 7 \" ( 43 . 1 cm )\r\ndiagonal maximum viewable - true color ( 16 . 7 m ) - up to\r\n1280 x 1024 resolution - 2 harman kardon powered\r\nsatellite speakers . * minimum quantuties\r\napply\r\nvisit : http : / www . computron - me . com for deals !\r\nyour one stop / office # td\r\n01 , jebel ali duty free zonedubai , uae . www . computron - me . com\r\nfor latest clearance sale listing contact our\r\nsales department .\r\nfor further details please send\r\nyour enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com\r\ncompaq\r\nhewlett packard\r\n3 com\r\ndell\r\nintel\r\niomega\r\nepson\r\naopen\r\ncreative\r\ntoshiba\r\napc\r\ncisco\r\nus\r\nrobotics\r\nmicrosoft\r\ncanon\r\nintellinet\r\ntargus\r\nviewsonic\r\nibm\r\nsony\r\n- - - - - - - and lots more\r\n! ! !\r\nif you have any\r\ncomplaints / suggestions contact : customerservice @ computron - me . com\r\ntel + 971 4\r\n8834464\r\nall prices in u . s . dollars , ex - works ,\r\nfax + 971 4\r\n8834454\r\njebel ali duty free zone\r\nwww . computron - me . com\r\nprices and availability subject to change\r\nusa -\r\ncanada u . a . e .\r\nwithout\r\nnotice .\r\nto receive our special offers\r\nin plain\r\ntext format reply to this\r\nmail with the request * for\r\nexport only *\r\nthis\r\nemail can not be considered spam as long as we include : contact\r\ninformation remove instructions . this message is intended for dealer\r\nand resellers only . if you have somehow gotten on this list in error , or\r\nfor any other reason would like to be removed , please reply with \" remove\r\n\" in the subject line of your message . this message is being sent to you\r\nin compliance with the federal legislation for commercial e - mail\r\n( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii\r\npassed by the 105 th u . s . congress .\r\nall logos and\r\ntrademarks are the property of their respective ownershp only for\r\nsale in the middle east\r\nproducts may not be exactly as shown\r\nabove\r\n- -\r\nto unsubscribe from : computron 3 , just follow this link :\r\nclick the link , or copy and paste the address into your browser .\r\nplease give it atleast 48 hours for unsubscription to be effective .',spam
'Subject: all mens need this 5 j\r\nci - ialis softabs is better than pfizer viiagrra\r\nand normal ci - ialis because :\r\n- guaaraantees 36 hours lasting\r\n- safe to take , no side effects at all\r\n- boost and increase se - xual performance\r\n- haarder e - rectiions and quick recharge\r\n- proven and certified by experts and doctors\r\n- only $ 3 . 99 per tabs\r\ncllick heree :\r\nhttp : / / gallanted . com / cs / ? ronn\r\no - ut of mai - lling lisst :\r\nhttp : / / gallanted . com / rm . php ? ronn\r\nc 8\r\n',spam
'Subject: re : oem photoshop , photoshop , font - size : 10 px ; text - transform : uppercase ; color : # ffffff ; font - family : verdana , arial , helvetica , sans - serif ; text - decoration : none } a . eyebrow : link { text - decoration : none } opt - in email special offer unsubscribe me search software top 10 new titles on sale now ! 1 office pro 20032 windows xp pro 3 adobe creative suite premium 4 norton antivirus 20055 flash mx 20046 corel draw 127 adobe acrobat 7 . 08 windows 2003 server 9 alias maya 6 wavefrtl 0 adobe premiere see more by this manufacturer microsoft apple software customers also bought these other items . . . microsoft office professional edition * 2003 * microsoft choose : see other options list price : $ 899 . 00 price : $ 69 . 99 you save : $ 830 . 01 ( 92 \% ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : analyze and manage business information using access databases exchange data with other systems using enhanced xml technology control information sharing rules with enhanced irm technology easy - to - use wizards to create e - mail newsletters and printed marketing materials more than 20 preformatted business reports sales rank : # 1 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 1 , 768 reviews . write a review . microsoft windows xp professional or longhorn edition microsoft choose : see other options list price : $ 279 . 00 price : $ 49 . 99 you save : $ 229 . 01 ( 85 \% ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : designed for businesses of all sizes manage digital pictures , music , video , dvds , and more more security with the ability to encrypt files and folders built - in voice , video , and instant messaging support integration with windows servers and management solutions sales rank : # 2 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 868 reviews . write a review . adobe photoshop cs 2 v 9 . 0 adobe choose : see other options list price : $ 599 . 00 price : $ 69 . 99 you save : $ 529 . 01 ( 90 \% ) availability : available for instant download ! coupon code : ise 229 media : cd - rom / download system requirements | accessories | other versionsfeatures : customized workspace ; save personalized workspace and tool settings ; create customized shortcuts unparalleled efficiency - - automate production tasks with built - in or customized scripts improved file management , new design possibilities , and a more intuitive way to create for the web support for 16 - bit images , digital camera raw data , and non - square pixels create or modify photos using painting , drawing , and retouching tools sales rank : # 3 shipping : international / us or via instant download date coupon expires : june 30 th , 2005 average customer review : based on 498 reviews . write a review .\r\n',spam
'Subject: via - ggra is lousy mizar\r\nanti\r\ncurb\r\nhemisphere\r\n\% q\r\nnews ; blogs ; white papers ; downloads ; reviews ; prices . go . alerts | ; newsletters | ;\r\nrss feeds . click here . enterprise news . mozilla freezes seamonkey : 04 : 20 pm automation\r\na bigger deal than offshoring ? 03 : 33 pm . time to kill it for the\r\n',spam
'Subject: new * cial \\ is softtabs , save 80 \%\r\ndiscount drugs . . . save 80 \% every order !\r\nwe are the number one online retailler for dozens of medications . our customers save 80\r\ncents out of every dollar , every time , compared to the industry price . yes , that is less than\r\nquarter - price\r\nwe have all the products that our customers have asked for , including new superviagra\r\nsoft - tabs that work in just 15 minutes ! this is the next - generation of sexual improvement\r\nwonder - drugs , far more effective than viagra - half a pill will last for 36 hours !\r\nget all the information on superviagra here : http : / / cordoned . net / cs / ? cheapgeneric\r\nour key to keeping customers satisfied is :\r\neasy ordering online\r\nsave 80 \% on regular price\r\nwe have massive stocks of drugs for same day dispatch\r\nfast delivery straight to your door with discrete packaging\r\nwe are the biggest internet retailler with thousands of regular customers\r\nno consultation fee\r\nno intimate questions or examinations\r\nno appointment\r\nno prior prescription needed\r\nprivate and confidential service\r\nplease come by our shop , see for yourself the massive range of products that we have\r\navailable . we do have the lowest price and huge stocks ready for same - day dispatch .\r\ntwo million customers can \' t be wrong !\r\nsee our full range at http : / / cordoned . net / ? cheapgeneric\r\n',spam
'Subject: thu , 07 jul 2005 08 : 38 : 11 - 0300\r\ndear homeowner ,\r\nyou have been pre - approved for a $ 460 , 100 home loan at a 3 . 20 fixed rate .\r\nthis offer is being extended to you unconditionally and your credit is in no way a factor .\r\nto take advantage of this limited time opportunity , all we ask is that you visit the link below and complete the 1 minute post approval form .\r\nsincerely ,\r\njustin thompson\r\n',spam
